Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
31,R024,I.S. 24 - STATEN ISLAND,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/23/2024,DOES,10/7/2024,DOES,65832.00,,DSF0001084835
31,R025,R025 SPED - STATEN ISLAND,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Scope,Complete,1/26/2024,6/11/2024,9/25/2024,46652,38969.00,18453.00,"DSF0001077727, DSF0001105681, DSF0001105684, DSF0001105685"
31,R025,R025 SPED - STATEN ISLAND,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Design,In-Progress,10/10/2024,3/18/2025,,206200,206200.00,7610.00,"DSF0001077727, DSF0001105681, DSF0001105684, DSF0001105685"
31,R025,R025 SPED - STATEN ISLAND,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,2999080,2999080.00,7427.00,"DSF0001077727, DSF0001105681, DSF0001105684, DSF0001105685"
31,R025,R025 SPED - STATEN ISLAND,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,492304,492304.00,14231.00,"DSF0001077727, DSF0001105681, DSF0001105684, DSF0001105685"
31,R026,P.S. 26 - STATEN ISLAND,SCA IEH,PO18-REPAIR / ENCAPSULATE AND PAINT DAMAGED ACM PLASTER AREAS ON WALL #2(APPROXIMATELY 1SF) AND WALL,Construction,Complete,9/6/2024,IEH,9/7/2024,IEH,0.00,0.00,SCA0000073356
31,R026,P.S. 26 - STATEN ISLAND,SCA IEH,"PO18-ABATE CEILING FOR EXTERMINATOR TO ELIMINATE TERMITES PLAY AREA, SPACE ID #1008, APPROX. 40 SQ.",Construction,Complete,10/31/2024,IEH,11/1/2024,IEH,0.00,0.00,SCA0000073568
31,R026,P.S. 26 - STATEN ISLAND,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,6/18/2021,FTK,,FTK,46884.00,41598.00,DSF0000961560
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY20 RESO A FLOORING,Construction,In-Progress,7/28/2022,DOER,,DOER,210771.00,0.00,DSF0000913129
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,7/6/2022,DOER,,DOER,315898.00,0.00,DSF0000961482
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY23 RESO A FLOORING UPGRADE,Construction,In-Progress,6/9/2023,DOER,,DOER,27713.00,0.00,DSF0001035254
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY24 RESO A DIGITAL SIGN,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001086612
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001113229
31,R026,P.S. 26 - STATEN ISLAND,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001113230
31,R026,P.S. 26 - STATEN ISLAND,DOE - Skilled Trades,HEATING PLANT UPGRADE,Construction,In-Progress,4/22/2024,DOES,,DOES,109794.00,0.00,DSF0001105705
31,R027,I.S. 27 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001113231
31,R027,I.S. 27 - STATEN ISLAND,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,Complete,7/13/2023,DOER,9/27/2023,DOER,118865.00,21268.00,DSF0000961452
31,R027,I.S. 27 - STATEN ISLAND,DOE - RESOA,FY23 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,390000.00,0.00,DSF0001036117
31,R027,I.S. 27 - STATEN ISLAND,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,3438.00,0.00,DSF0001086613
31,R027,I.S. 27 - STATEN ISLAND,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001113232
31,R027,I.S. 27 - STATEN ISLAND,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,Complete,3/22/2023,DOES,11/6/2023,DOES,631900.00,589190.00,DSF0001035112
31,R027,I.S. 27 - STATEN ISLAND,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,10/28/2024,DOES,,DOES,65832.00,0.00,DSF0001084836
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / PLAYGROUNDS,Scope,Complete,2/14/2019,7/1/2019,7/7/2021,30869,176124.00,173810.00,"DSF0000905308, DSF0001000091"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / PLAYGROUNDS,Design,Complete,8/5/2021,1/10/2022,5/9/2022,154346,179247.00,179247.00,"DSF0000905308, DSF0001000091"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / PLAYGROUNDS,Construction,In-Progress,7/18/2022,7/17/2023,,3472784,4267155.00,3956809.00,"DSF0000905308, DSF0001000091"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / PLAYGROUNDS,"CM,F&E",In-Progress,7/18/2022,7/17/2023,,216084,757039.00,752136.00,"DSF0000905308, DSF0001000091"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,PATH OF TRAVEL PLAYGROUNDS,Scope,Complete,5/20/2022,8/22/2022,8/23/2022,1473,1473.00,7607.00,DSF0001034916
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,PATH OF TRAVEL PLAYGROUNDS,Design,Complete,9/1/2022,1/5/2023,1/27/2023,6627,6627.00,22928.00,DSF0001034916
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,PATH OF TRAVEL PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,85417,85417.00,5070.00,DSF0001034916
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,PATH OF TRAVEL PLAYGROUNDS,"CM,F&E",PNS,PNS,PNS,PNS,15832,15832.00,7539.00,DSF0001034916
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,9/22/2022,2/10/2023,4/28/2023,56287,128468.00,126033.00,"DSF0001085822, DSF0001085123, DSF0001077783"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,5/2/2023,10/3/2023,10/25/2023,274324,317096.00,301843.00,"DSF0001085822, DSF0001085123, DSF0001077783"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Construction,In-Progress,12/20/2024,9/10/2026,,5557189,4954060.00,33770.00,"DSF0001085822, DSF0001085123, DSF0001077783"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,"CM,F&E",In-Progress,12/20/2024,9/10/2026,,447340,35847.00,35847.00,"DSF0001085822, DSF0001085123, DSF0001077783"
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/25/2020,10/26/2020,7/7/2020,2247,3593.00,3593.00,DSF0000960779
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/7/2020,1/1/2021,1/6/2021,10112,14370.00,14370.00,DSF0000960779
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,5/12/2022,3/7/2023,,130339,120986.00,102391.00,DSF0000960779
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,5/12/2022,3/7/2023,,161422,210544.00,210544.00,DSF0000960779
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,FY25 RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113234
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,FY25 RESO A ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,15000,15000.00,0.00,DSF0001113234
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,220000,220000.00,0.00,DSF0001113234
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,FY25 RESO A ROOM CONVERSION,"CM,F&E",PNS,PNS,PNS,PNS,15000,15000.00,0.00,DSF0001113234
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113676
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113676
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113676
31,R029,P.S. 29 - STATEN ISLAND,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113676
31,R029,P.S. 29 - STATEN ISLAND,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/28/2022,EMER,,EMER,12571.00,11755.00,SCA0000071254
31,R029,P.S. 29 - STATEN ISLAND,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,75000.00,0.00,DSF0001008383
31,R029,P.S. 29 - STATEN ISLAND,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001036118
31,R029,P.S. 29 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001086615
31,R029,P.S. 29 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001113233
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,5/20/2019,DOER,,DOER,147391.00,0.00,DSF0000844863
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY19 RESO A PLAYGROUND,Construction,In-Progress,8/3/2021,DOER,,DOER,209238.00,0.00,DSF0000890940
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY21 RESO A LIBRARY UPGRADE,Construction,In-Progress,10/17/2022,DOER,,DOER,39314.00,0.00,DSF0000961487
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY22 RESO A BATHROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001032971
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY23 RESO A CAFETERIA UPGRADE,Construction,In-Progress,7/8/2023,DOER,,DOER,167381.00,0.00,DSF0001035348
31,R029,P.S. 29 - STATEN ISLAND,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,451000.00,0.00,DSF0001086614
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP,FIRE ALARM SYSTEM,Scope,Complete,6/26/2024,9/25/2024,11/22/2024,12082,14671.00,14671.00,DSF0001105750
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP,FIRE ALARM SYSTEM,Design,In-Progress,12/5/2024,6/10/2025,,48326,58684.00,58684.00,DSF0001105750
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP,FIRE ALARM SYSTEM,Construction,PNS,PNS,PNS,PNS,694689,694689.00,119.00,DSF0001105750
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP,FIRE ALARM SYSTEM,"CM,F&E",PNS,PNS,PNS,PNS,178203,178203.00,11879.00,DSF0001105750
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP RESOA,FY22 RESO A (MA) PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,2/17/2022,11/1/2023,1/4/2024,0,37107.00,37107.00,"DSF0001032972, DSF0001034929"
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP RESOA,FY22 RESO A (MA) PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,1/16/2024,5/16/2024,4/25/2024,44625,70846.00,57772.00,"DSF0001032972, DSF0001034929"
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP RESOA,FY22 RESO A (MA) PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,654501,654501.00,36105.00,"DSF0001032972, DSF0001034929"
31,R030,P.S. 30 - STATEN ISLAND,SCA CIP RESOA,FY22 RESO A (MA) PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,44625,44625.00,20684.00,"DSF0001032972, DSF0001034929"
31,R030,P.S. 30 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/21/2024,DIIR,10/24/2024,DIIR,74736.00,74736.00,DSF0001086616
31,R030,P.S. 30 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001113235
31,R030,P.S. 30 - STATEN ISLAND,DOE - RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/19/2022,DOER,,DOER,418843.00,0.00,DSF0000890705
31,R030,P.S. 30 - STATEN ISLAND,DOE - RESOA,FY23 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,5/17/2024,DOER,,DOER,375050.00,0.00,DSF0001035256
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,4/16/2021,9/16/2021,7/28/2021,83700,209921.00,195421.00,"DSF0001000113, DSF0001008805"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,7/30/2021,1/31/2022,4/13/2022,418501,857049.00,819342.00,"DSF0001000113, DSF0001008805"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,8/8/2022,8/6/2024,,9416250,8887068.00,8343138.00,"DSF0001000113, DSF0001008805"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,8/8/2022,8/6/2024,,585900,680515.00,676235.00,"DSF0001000113, DSF0001008805"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/14/2022,11/30/2022,3/17/2023,69170,203722.00,193952.00,"DSF0001027066, DSF0001027067, DSF0001027068"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,4/27/2023,9/28/2023,5/13/2024,338283,408093.00,289515.00,"DSF0001027066, DSF0001027067, DSF0001027068"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,8/15/2024,8/14/2026,,6956497,6378220.00,184959.00,"DSF0001027066, DSF0001027067, DSF0001027068"
31,R031,P.S. 31 - STATEN ISLAND,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,8/15/2024,8/14/2026,,540974,79012.00,78903.00,"DSF0001027066, DSF0001027067, DSF0001027068"
31,R031,P.S. 31 - STATEN ISLAND,SCA Furniture & Equipment,RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,125000,125000.00,0.00,DSF0001035173
31,R031,P.S. 31 - STATEN ISLAND,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/13/2020,DIIR,,DIIR,68000.00,0.00,DSF0000890442
31,R031,P.S. 31 - STATEN ISLAND,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,400000.00,0.00,DSF0001033336
31,R031,P.S. 31 - STATEN ISLAND,DOE - RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,127577.00,0.00,DSF0000961492
31,R031,P.S. 31 - STATEN ISLAND,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADES,Construction,In-Progress,1/17/2024,DOER,,DOER,519916.00,1828.00,DSF0001035257
31,R031,P.S. 31 - STATEN ISLAND,DOE - RESOA,FY25 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001113236
31,R032,P.S. 32 - STATEN ISLAND,SCA CIP,FACADE RESTORATION,Scope,Complete,8/1/2023,12/18/2023,12/19/2023,20473,38260.00,38260.00,DSF0001085302
31,R032,P.S. 32 - STATEN ISLAND,SCA CIP,FACADE RESTORATION,Design,Complete,1/8/2024,6/7/2024,5/14/2024,102363,100754.00,90072.00,DSF0001085302
31,R032,P.S. 32 - STATEN ISLAND,SCA CIP,FACADE RESTORATION,Construction,PNS,PNS,PNS,PNS,2303172,2303172.00,11289.00,DSF0001085302
31,R032,P.S. 32 - STATEN ISLAND,SCA CIP,FACADE RESTORATION,"CM,F&E",PNS,PNS,PNS,PNS,143308,143308.00,35951.00,DSF0001085302
31,R032,P.S. 32 - STATEN ISLAND,SCA IEH,"PO18-ABATE PIPE INSULATION : APPROX. 15 LINEAR FEET IN TOTAL PIPING MARKED IN RED, LOCATED IN (2) AR",Construction,Complete,8/31/2024,IEH,8/31/2024,IEH,0.00,0.00,SCA0000073357
31,R032,P.S. 32 - STATEN ISLAND,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,80000.00,0.00,DSF0001083823
31,R032,P.S. 32 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001113238
31,R032,P.S. 32 - STATEN ISLAND,DOE - RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,696667.00,0.00,DSF0001033979
31,R032,P.S. 32 - STATEN ISLAND,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001036120
31,R032,P.S. 32 - STATEN ISLAND,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001086617
31,R032,P.S. 32 - STATEN ISLAND,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001113237
31,R032,P.S. 32 - STATEN ISLAND,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,8/12/2022,DOES,,DOES,111644.00,0.00,DSF0001034441
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,HEATING PLANT UPGRADE / CLIMATE CONTROL,Scope,Complete,6/19/2019,11/20/2019,8/14/2019,134088,73091.00,73091.00,"DSF0000798376, DSF0000792707"
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,HEATING PLANT UPGRADE / CLIMATE CONTROL,Design,Complete,9/12/2019,2/18/2020,2/26/2020,625745,279007.00,278186.00,"DSF0000798376, DSF0000792707"
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,HEATING PLANT UPGRADE / CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,9922525,9922525.00,43351.00,"DSF0000798376, DSF0000792707"
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,HEATING PLANT UPGRADE / CLIMATE CONTROL,"CM,F&E",PNS,PNS,PNS,PNS,983313,983313.00,121489.00,"DSF0000798376, DSF0000792707"
31,R034,I.S. 34 - STATEN ISLAND,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,5/25/2021,EMER,,EMER,1959211.00,1941961.00,SCA0000069649
31,R034,I.S. 34 - STATEN ISLAND,SCA IEH,"PO18-BASEMENT STAIRWELL A, 1 L.F. PIPE INSULATION FAN ROOM, 11 L.F. PIPE INSULATION KITCHEN, 7 L.F.",Construction,Complete,7/17/2024,IEH,9/8/2024,IEH,0.00,0.00,SCA0000073147
31,R034,I.S. 34 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/16/2024,DIIR,7/25/2024,DIIR,100000.00,92243.00,DSF0001086619
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY20 RESO A ROOM CONVERSION,Construction,In-Progress,8/6/2021,DOER,,DOER,167541.00,0.00,DSF0000913468
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,In-Progress,11/8/2021,DOER,,DOER,221000.00,0.00,DSF0000961465
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY22 RESO A (MA) CAFETERIA UPGRADE,Construction,In-Progress,4/3/2023,DOER,,DOER,176117.00,0.00,DSF0001032961
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001033980
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001035258
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,4/17/2024,DOER,,DOER,38464.00,0.00,DSF0001086618
31,R034,I.S. 34 - STATEN ISLAND,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,500000.00,0.00,DSF0001113239
31,R034,I.S. 34 - STATEN ISLAND,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/16/2024,DOES,9/23/2024,DOES,65832.00,,DSF0001084837
31,R035,P.S. 35 - STATEN ISLAND,Fast Track Projects,COVID VENTILATION,Construction,In-Progress,10/2/2020,FTK,,FTK,262190.00,255934.00,DSF0000961048
31,R035,P.S. 35 - STATEN ISLAND,DOE - RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001086620
31,R036,P.S. 36 - STATEN ISLAND,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Scope,Complete,6/2/2021,8/31/2021,12/22/2021,0,38511.00,38511.00,DSF0000961483
31,R036,P.S. 36 - STATEN ISLAND,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Design,Complete,1/4/2022,5/19/2022,7/15/2022,59379,64822.00,64822.00,DSF0000961483
31,R036,P.S. 36 - STATEN ISLAND,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,Complete,6/28/2023,5/22/2024,5/22/2024,870892,662520.00,647200.00,DSF0000961483
31,R036,P.S. 36 - STATEN ISLAND,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,"CM,F&E",Complete,6/28/2023,5/22/2024,5/22/2024,59379,64997.00,63694.00,DSF0000961483
31,R036,P.S. 36 - STATEN ISLAND,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,12/23/2023,DIIR,,DIIR,200000.00,0.00,DSF0001036122
31,R036,P.S. 36 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086622
31,R036,P.S. 36 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001113240
31,R036,P.S. 36 - STATEN ISLAND,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,1/21/2022,DOER,,DOER,31319.00,0.00,DSF0000913133
31,R036,P.S. 36 - STATEN ISLAND,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001086621
31,R038,P.S. 38 - STATEN ISLAND,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,237524.00,0.00,DSF0000960247
31,R038,P.S. 38 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/22/2024,DIIR,7/1/2024,DIIR,75000.00,75000.00,DSF0001086623
31,R038,P.S. 38 - STATEN ISLAND,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001113241
31,R038,P.S. 38 - STATEN ISLAND,DOE - RESOA,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,In-Progress,7/29/2022,DOER,,DOER,928366.00,0.00,DSF0000890708
31,R039,P.S. 39 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Scope,Complete,4/8/2021,8/23/2021,11/17/2021,43730,103649.00,103649.00,"DSF0000951165, DSF0000951167, DSF0000951169"
31,R039,P.S. 39 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Design,Complete,11/29/2021,5/2/2022,4/22/2022,208391,251292.00,251292.00,"DSF0000951165, DSF0000951167, DSF0000951169"
31,R039,P.S. 39 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Construction,In-Progress,9/26/2022,3/18/2024,,3801630,4630699.00,2934962.00,"DSF0000951165, DSF0000951167, DSF0000951169"
31,R039,P.S. 39 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,9/26/2022,3/18/2024,,383027,664411.00,659597.00,"DSF0000951165, DSF0000951167, DSF0000951169"
31,R039,P.S. 39 - STATEN ISLAND,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ R039,Construction,In-Progress,8/24/2022,EMER,,EMER,17342.00,11881.00,SCA0000071400
